Channel,Restricted word or phrase,Category,Suggested handling,False-positive risk,Match type,Why it is included,Channel note,Status
Facebook,our services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,book with me,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,contact me instead,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,cheaper service,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,better price,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,website design,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,seo services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,social media services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,marketing services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,lead generation,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,guest post,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,backlinks,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,sponsored post,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,promote it on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,promote this on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,feature this on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,home address,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,your address is,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,your phone number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,personal number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,social security,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,ssn,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,bank account,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,routing number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,credit card number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,private email,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
Facebook,password,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Use page profanity/keyword moderation where available; preserve genuine complaints for response.,Active
LinkedIn,dm me,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,dm us,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,message me,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,message us,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,check your dm,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,check your inbox,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,check my profile,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,visit my profile,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,click my bio,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,link in bio,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,follow for follow,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,follow4follow,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,f4f,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,like for like,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,l4l,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,free followers,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,buy followers,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,gain followers,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,get verified,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,verification service,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,crypto,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,bitcoin,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,forex,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,investment opportunity,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,guaranteed returns,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,passive income,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,easy money,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,make money fast,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,cash app,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,cashapp,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,venmo me,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,wire transfer,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,gift card,Financial scams,Auto-hide,Low,Phrase/substring,"Common payment, investment, or get-rich-quick scam language.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,account recovery,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,recover your account,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,account suspended,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,copyright violation,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,official support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,customer support agent,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,verification team,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,meta support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,instagram support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,facebook support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,tiktok support,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,account warning,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,account violation,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,confirm your account,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,verify your identity,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,verify your page,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,appeal here,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,copyright appeal,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,login code,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,security code,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,authentication code,Account & impersonation scams,Auto-hide,Low,Phrase/substring,Common account-takeover or fake-support language.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,porn,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,porno,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,nudes,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,nude pics,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,send nudes,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,sex tape,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,xxx,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,nsfw,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,escort,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,hookup,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,sugar daddy,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,sugar baby,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,onlyfans,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,only fans,Sexual or explicit,Auto-hide,Low,Phrase/substring,Explicit or unwanted sexual content.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,kill yourself,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,kys,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,I know where you live,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,dox,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,doxx,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,expose you,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,ruin you,Threats & severe harassment,Escalate immediately,Low,Phrase/substring,"Potential threat, self-harm encouragement, or doxxing signal.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,idiot,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,moron,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,stupid,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,dumb,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,loser,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,pathetic,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,worthless,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,clown,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,trash,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,garbage,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,shut up,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,go away,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,hate you,General harassment,"Review, then hide/report",Medium,Phrase/substring,Direct insult or hostile language; context can still matter.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,fraud,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,scammer,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,scam artist,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,liar,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,fake,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,incompetent,Complaint signals,Review only,High,Phrase/substring,"May be abuse, but may also be a legitimate customer complaint.",Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,brand ambassador,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,ambassador opportunity,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,collaboration offer,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,collab opportunity,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,promo offer,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,paid promotion,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,shoutout,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,hire me,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,use my services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,my agency,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,our agency,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,my business,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,our services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,book with me,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,contact me instead,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,cheaper service,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,better price,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,website design,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,seo services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,social media services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,marketing services,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,lead generation,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,guest post,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,backlinks,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
